"","X","state","year","e85","total_stations","enacted","incentives","tax_incentives","grant_incentives","other_incentives","regulations","eth.production","corn.production","corn.prices","state_abb","missing_eth","missing_corn_prod","missing_corn_prices"
"776",784,"West Virginia",2014,9,127,0,0,0,0,0,0,0,3851777.77777778,4.66898969072165,"WV",1,1,1
"777",773,"West Virginia",2015,9,98,0,0,0,0,0,0,0,4326370.37037037,4.66898969072165,"WV",1,1,1
"778",769,"West Virginia",2016,11,126,0,0,0,0,0,0,0,4588049.38271605,4.66898969072165,"WV",1,1,1
"779",776,"West Virginia",2017,33,247,0,0,0,0,0,0,0,5586000,4.66898969072165,"WV",1,1,1
"780",777,"West Virginia",2018,33,260,1,0,0,0,0,1,0,5016000,4.08,"WV",0,0,0
"781",778,"West Virginia",2019,34,295,0,0,0,0,0,1,0,6270000,4.1,"WV",0,0,0
"782",779,"West Virginia",2020,37,311,0,0,0,0,0,1,0,5472000,4.7,"WV",0,0,0
"783",783,"West Virginia",2021,38,365,0,0,0,0,0,1,0,5472000,6.1,"WV",0,0,0
"784",782,"West Virginia",2022,38,444,0,0,0,0,0,1,0,5738000,4.66898969072165,"WV",1,1,1
"785",792,"Wisconsin",2007,84,152,1,1,1,0,0,4,6759,442800000,4.11,"WI",0,0,0
"786",791,"Wisconsin",2008,113,173,2,1,1,0,0,5,10652,394560000,3.89,"WI",0,0,0
"787",785,"Wisconsin",2009,127,191,0,1,1,0,0,5,11000,448290000,3.57,"WI",0,0,0
"788",795,"Wisconsin",2010,132,203,2,1,1,0,0,7,11629,502200000,5.27,"WI",0,0,0
"789",796,"Wisconsin",2011,3,20,0,1,1,0,0,4,12354,514600000,6.02,"WI",0,0,0
"790",788,"Wisconsin",2012,4,52,0,1,1,0,0,2,11956,3.96e+08,6.69,"WI",0,0,0
"791",787,"Wisconsin",2013,4,63,0,1,1,0,0,1,11751,439350000,4.38,"WI",0,0,0
"792",797,"Wisconsin",2014,136,561,0,0,0,0,0,1,13035,485160000,3.67,"WI",0,0,0
"793",798,"Wisconsin",2015,156,670,0,0,0,0,0,1,13460,4.92e+08,3.46,"WI",0,0,0
"794",789,"Wisconsin",2016,151,734,0,0,0,0,0,1,13827,573160000,3.28,"WI",0,0,0
"795",794,"Wisconsin",2017,157,790,0,0,0,0,0,1,14333,509820000,3.3,"WI",0,0,0
"796",800,"Wisconsin",2018,212,900,0,0,0,0,0,1,15113,545240000,3.52,"WI",0,0,0
"797",786,"Wisconsin",2019,227,1059,0,0,0,0,0,0,13478.6666666667,520650000,4.66898969072165,"WI",1,1,1
"798",790,"Wisconsin",2020,256,1202,0,1,0,1,0,0,10990,506890000,4.44,"WI",0,0,0
"799",793,"Wisconsin",2021,261,1310,1,1,0,1,0,0,12600,5.4e+08,6,"WI",0,0,0
"800",799,"Wisconsin",2022,257,1461,0,0,0,0,0,0,12356.2222222222,522513333.333333,4.66898969072165,"WI",1,1,1
"801",811,"Wyoming",2007,5,58,0,1,1,0,0,0,120,7740000,3.12,"WY",0,0,0
"802",812,"Wyoming",2008,6,55,0,1,1,0,0,0,150,6968000,4.25,"WY",0,0,0
"803",813,"Wyoming",2009,6,51,0,1,1,0,0,0,155,6300000,4.06,"WY",0,0,0
"804",802,"Wyoming",2010,6,52,0,0,0,0,0,0,191.333333333333,7456000,4.66898969072165,"WY",1,1,1
"805",801,"Wyoming",2011,5,48,1,0,0,0,0,1,269,9100000,6.2,"WY",0,0,0
"806",815,"Wyoming",2012,9,53,0,0,0,0,0,1,314,8520000,7.05,"WY",0,0,0
"807",816,"Wyoming",2013,9,52,0,0,0,0,0,1,317,8509000,4.08,"WY",0,0,0
"808",806,"Wyoming",2014,10,69,0,0,0,0,0,1,303,8280000,3.8,"WY",0,0,0
"809",803,"Wyoming",2015,11,98,0,0,0,0,0,1,209,9381000,3.44,"WY",0,0,0
"810",804,"Wyoming",2016,10,129,1,1,0,1,0,0,0,10143000,3.39,"WY",0,0,0
"811",805,"Wyoming",2017,12,149,0,1,0,1,0,0,0,9765000,3.35,"WY",0,0,0
"812",814,"Wyoming",2018,12,179,0,0,0,0,0,0,0,9383000,4.66898969072165,"WY",1,1,1
"813",810,"Wyoming",2019,11,203,1,1,0,1,0,0,0,8241000,3.45,"WY",0,0,0
"814",807,"Wyoming",2020,10,213,0,1,0,1,0,0,0,6588000,3.95,"WY",0,0,0
"815",808,"Wyoming",2021,9,222,0,1,0,1,0,0,0,10428000,6,"WY",0,0,0
"816",809,"Wyoming",2022,8,246,0,1,0,1,0,0,0,8419000,4.66898969072165,"WY",1,1,1
